2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  加载插件用户全局反挂值  [全局参数] 完毕
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  加载升级功能参数值完毕  [增强功能] 控制
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义日志等级  [分级显示] 完毕
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义惩罚策略  [惩罚模式] 完毕
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  加载武器补偿速度值完毕  [0] 组
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  初始化骰子博彩数据参数  [全部数据] 完毕
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [RM_MSG_A:1]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_bItem:6295556]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_MonGen:7125628]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendMsg:7526280]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendRefMsg:7526384]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendSocket:7527976]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [DeleteBagItem:7526216]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetManageNpc:7529472]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetFunctionNpc:7529492]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [ClientQueryBagItems:7528556]
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎魔法数据库  [数据 210] 完毕
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎物品数据库  [数据 650] 完毕
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎怪物数据库  [数据 414] 完毕
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  加载检测魔法配置组完毕  [52] 组
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  加载药品检测配置组完毕  [77] 组
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  创建系统内部主循环消息  [21180] :HADEL
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  创建引擎结构主循环消息  [21179] :HADEL
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  创建角色消息多线程处理  [21178] :HADEL
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  创建假人处理多线程处理  [21177] :HADEL
2016-10-17 09:34:09 - 目录:D:\MirServer\Mir200 - 事件:  ------------------------End--------------------------
2016-10-17 09:45:49 - 目录:D:\MirServer\Mir200 - 事件:  ------------------------Start------------------------
2016-10-17 09:45:49 - 目录:D:\MirServer\Mir200 - 事件:  加载日志组全局保存目录  [日志目录] 完毕
2016-10-17 09:45:49 - 目录:D:\MirServer\Mir200 - 事件:  加载插件用户全局反挂值  [全局参数] 完毕
2016-10-17 09:45:49 - 目录:D:\MirServer\Mir200 - 事件:  加载升级功能参数值完毕  [增强功能] 控制
2016-10-17 09:45:49 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义日志等级  [分级显示] 完毕
2016-10-17 09:45:49 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义惩罚策略  [惩罚模式] 完毕
2016-10-17 09:45:49 - 目录:D:\MirServer\Mir200 - 事件:  加载武器补偿速度值完毕  [0] 组
2016-10-17 09:45:49 - 目录:D:\MirServer\Mir200 - 事件:  初始化骰子博彩数据参数  [全部数据] 完毕
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [RM_MSG_A:1]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_bItem:6295556]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_MonGen:7125628]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendMsg:7526280]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendRefMsg:7526384]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendSocket:7527976]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [DeleteBagItem:7526216]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetManageNpc:7529472]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetFunctionNpc:7529492]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [ClientQueryBagItems:7528556]
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎魔法数据库  [数据 210] 完毕
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎物品数据库  [数据 650] 完毕
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎怪物数据库  [数据 414] 完毕
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  加载检测魔法配置组完毕  [52] 组
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  加载药品检测配置组完毕  [77] 组
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  创建系统内部主循环消息  [20921] :HADEL
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  创建引擎结构主循环消息  [20920] :HADEL
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  创建角色消息多线程处理  [20919] :HADEL
2016-10-17 09:45:53 - 目录:D:\MirServer\Mir200 - 事件:  创建假人处理多线程处理  [20918] :HADEL
2016-10-17 09:45:59 - 目录:D:\MirServer\Mir200 - 事件:  ------------------------Start------------------------
2016-10-17 09:45:59 - 目录:D:\MirServer\Mir200 - 事件:  加载日志组全局保存目录  [日志目录] 完毕
2016-10-17 09:45:59 - 目录:D:\MirServer\Mir200 - 事件:  加载插件用户全局反挂值  [全局参数] 完毕
2016-10-17 09:45:59 - 目录:D:\MirServer\Mir200 - 事件:  加载升级功能参数值完毕  [增强功能] 控制
2016-10-17 09:45:59 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义日志等级  [分级显示] 完毕
2016-10-17 09:45:59 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义惩罚策略  [惩罚模式] 完毕
2016-10-17 09:45:59 - 目录:D:\MirServer\Mir200 - 事件:  加载武器补偿速度值完毕  [0] 组
2016-10-17 09:45:59 - 目录:D:\MirServer\Mir200 - 事件:  初始化骰子博彩数据参数  [全部数据] 完毕
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [RM_MSG_A:1]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_bItem:6295556]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_MonGen:7125628]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendMsg:7526280]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendRefMsg:7526384]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendSocket:7527976]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [DeleteBagItem:7526216]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetManageNpc:7529472]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetFunctionNpc:7529492]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [ClientQueryBagItems:7528556]
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎魔法数据库  [数据 210] 完毕
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎物品数据库  [数据 650] 完毕
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎怪物数据库  [数据 414] 完毕
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  加载检测魔法配置组完毕  [52] 组
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  加载药品检测配置组完毕  [77] 组
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  创建系统内部主循环消息  [20915] :HADEL
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  创建引擎结构主循环消息  [20914] :HADEL
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  创建角色消息多线程处理  [20913] :HADEL
2016-10-17 09:46:02 - 目录:D:\MirServer\Mir200 - 事件:  创建假人处理多线程处理  [20912] :HADEL
2016-10-17 09:46:05 - 目录:D:\MirServer\Mir200 - 事件:  ------------------------Start------------------------
2016-10-17 09:46:05 - 目录:D:\MirServer\Mir200 - 事件:  加载日志组全局保存目录  [日志目录] 完毕
2016-10-17 09:46:05 - 目录:D:\MirServer\Mir200 - 事件:  加载插件用户全局反挂值  [全局参数] 完毕
2016-10-17 09:46:05 - 目录:D:\MirServer\Mir200 - 事件:  加载升级功能参数值完毕  [增强功能] 控制
2016-10-17 09:46:05 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义日志等级  [分级显示] 完毕
2016-10-17 09:46:05 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义惩罚策略  [惩罚模式] 完毕
2016-10-17 09:46:05 - 目录:D:\MirServer\Mir200 - 事件:  加载武器补偿速度值完毕  [0] 组
2016-10-17 09:46:05 - 目录:D:\MirServer\Mir200 - 事件:  初始化骰子博彩数据参数  [全部数据] 完毕
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [RM_MSG_A:1]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_bItem:6295556]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_MonGen:7125628]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendMsg:7526280]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendRefMsg:7526384]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendSocket:7527976]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [DeleteBagItem:7526216]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetManageNpc:7529472]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetFunctionNpc:7529492]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [ClientQueryBagItems:7528556]
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎魔法数据库  [数据 210] 完毕
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎物品数据库  [数据 650] 完毕
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎怪物数据库  [数据 414] 完毕
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  加载检测魔法配置组完毕  [52] 组
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  加载药品检测配置组完毕  [77] 组
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  创建系统内部主循环消息  [20911] :HADEL
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  创建引擎结构主循环消息  [20910] :HADEL
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  创建角色消息多线程处理  [20909] :HADEL
2016-10-17 09:46:08 - 目录:D:\MirServer\Mir200 - 事件:  创建假人处理多线程处理  [20908] :HADEL
2016-10-17 09:46:11 - 目录:D:\MirServer\Mir200 - 事件:  ------------------------Start------------------------
2016-10-17 09:46:11 - 目录:D:\MirServer\Mir200 - 事件:  加载日志组全局保存目录  [日志目录] 完毕
2016-10-17 09:46:11 - 目录:D:\MirServer\Mir200 - 事件:  加载插件用户全局反挂值  [全局参数] 完毕
2016-10-17 09:46:11 - 目录:D:\MirServer\Mir200 - 事件:  加载升级功能参数值完毕  [增强功能] 控制
2016-10-17 09:46:11 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义日志等级  [分级显示] 完毕
2016-10-17 09:46:11 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义惩罚策略  [惩罚模式] 完毕
2016-10-17 09:46:11 - 目录:D:\MirServer\Mir200 - 事件:  加载武器补偿速度值完毕  [0] 组
2016-10-17 09:46:11 - 目录:D:\MirServer\Mir200 - 事件:  初始化骰子博彩数据参数  [全部数据] 完毕
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [RM_MSG_A:1]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_bItem:6295556]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_MonGen:7125628]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendMsg:7526280]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendRefMsg:7526384]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendSocket:7527976]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [DeleteBagItem:7526216]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetManageNpc:7529472]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetFunctionNpc:7529492]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [ClientQueryBagItems:7528556]
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎魔法数据库  [数据 210] 完毕
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎物品数据库  [数据 650] 完毕
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎怪物数据库  [数据 414] 完毕
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  加载检测魔法配置组完毕  [52] 组
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  加载药品检测配置组完毕  [77] 组
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  创建系统内部主循环消息  [20907] :HADEL
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  创建引擎结构主循环消息  [20906] :HADEL
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  创建角色消息多线程处理  [20905] :HADEL
2016-10-17 09:46:14 - 目录:D:\MirServer\Mir200 - 事件:  创建假人处理多线程处理  [20904] :HADEL
2016-10-17 09:46:17 - 目录:D:\MirServer\Mir200 - 事件:  ------------------------Start------------------------
2016-10-17 09:46:17 - 目录:D:\MirServer\Mir200 - 事件:  加载日志组全局保存目录  [日志目录] 完毕
2016-10-17 09:46:17 - 目录:D:\MirServer\Mir200 - 事件:  加载插件用户全局反挂值  [全局参数] 完毕
2016-10-17 09:46:17 - 目录:D:\MirServer\Mir200 - 事件:  加载升级功能参数值完毕  [增强功能] 控制
2016-10-17 09:46:17 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义日志等级  [分级显示] 完毕
2016-10-17 09:46:17 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义惩罚策略  [惩罚模式] 完毕
2016-10-17 09:46:17 - 目录:D:\MirServer\Mir200 - 事件:  加载武器补偿速度值完毕  [0] 组
2016-10-17 09:46:17 - 目录:D:\MirServer\Mir200 - 事件:  初始化骰子博彩数据参数  [全部数据] 完毕
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [RM_MSG_A:1]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_bItem:6295556]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_MonGen:7125628]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendMsg:7526280]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendRefMsg:7526384]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendSocket:7527976]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [DeleteBagItem:7526216]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetManageNpc:7529472]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetFunctionNpc:7529492]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [ClientQueryBagItems:7528556]
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎魔法数据库  [数据 210] 完毕
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎物品数据库  [数据 650] 完毕
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎怪物数据库  [数据 414] 完毕
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  加载检测魔法配置组完毕  [52] 组
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  加载药品检测配置组完毕  [77] 组
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  创建系统内部主循环消息  [20903] :HADEL
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  创建引擎结构主循环消息  [20902] :HADEL
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  创建角色消息多线程处理  [20901] :HADEL
2016-10-17 09:46:20 - 目录:D:\MirServer\Mir200 - 事件:  创建假人处理多线程处理  [20900] :HADEL
2016-10-17 09:46:23 - 目录:D:\MirServer\Mir200 - 事件:  ------------------------Start------------------------
2016-10-17 09:46:23 - 目录:D:\MirServer\Mir200 - 事件:  加载日志组全局保存目录  [日志目录] 完毕
2016-10-17 09:46:23 - 目录:D:\MirServer\Mir200 - 事件:  加载插件用户全局反挂值  [全局参数] 完毕
2016-10-17 09:46:23 - 目录:D:\MirServer\Mir200 - 事件:  加载升级功能参数值完毕  [增强功能] 控制
2016-10-17 09:46:23 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义日志等级  [分级显示] 完毕
2016-10-17 09:46:23 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义惩罚策略  [惩罚模式] 完毕
2016-10-17 09:46:23 - 目录:D:\MirServer\Mir200 - 事件:  加载武器补偿速度值完毕  [0] 组
2016-10-17 09:46:23 - 目录:D:\MirServer\Mir200 - 事件:  初始化骰子博彩数据参数  [全部数据] 完毕
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [RM_MSG_A:1]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_bItem:6295556]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_MonGen:7125628]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendMsg:7526280]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendRefMsg:7526384]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SendSocket:7527976]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [DeleteBagItem:7526216]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetManageNpc:7529472]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [GetFunctionNpc:7529492]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [ClientQueryBagItems:7528556]
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎魔法数据库  [数据 210] 完毕
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎物品数据库  [数据 650] 完毕
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  同步加载引擎怪物数据库  [数据 414] 完毕
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  加载检测魔法配置组完毕  [52] 组
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  加载药品检测配置组完毕  [77] 组
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  创建系统内部主循环消息  [20899] :HADEL
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  创建引擎结构主循环消息  [20898] :HADEL
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  创建角色消息多线程处理  [20897] :HADEL
2016-10-17 09:46:26 - 目录:D:\MirServer\Mir200 - 事件:  创建假人处理多线程处理  [20896] :HADEL
2016-10-17 09:46:29 - 目录:D:\MirServer\Mir200 - 事件:  ------------------------Start------------------------
2016-10-17 09:46:29 - 目录:D:\MirServer\Mir200 - 事件:  加载日志组全局保存目录  [日志目录] 完毕
2016-10-17 09:46:29 - 目录:D:\MirServer\Mir200 - 事件:  加载插件用户全局反挂值  [全局参数] 完毕
2016-10-17 09:46:29 - 目录:D:\MirServer\Mir200 - 事件:  加载升级功能参数值完毕  [增强功能] 控制
2016-10-17 09:46:29 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义日志等级  [分级显示] 完毕
2016-10-17 09:46:29 - 目录:D:\MirServer\Mir200 - 事件:  加载用户自定义惩罚策略  [惩罚模式] 完毕
2016-10-17 09:46:29 - 目录:D:\MirServer\Mir200 - 事件:  加载武器补偿速度值完毕  [0] 组
2016-10-17 09:46:29 - 目录:D:\MirServer\Mir200 - 事件:  初始化骰子博彩数据参数  [全部数据] 完毕
2016-10-17 09:46:32 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [RM_MSG_A:1]
2016-10-17 09:46:32 - 目录:D:\MirServer\Mir200 - 事件:  汇编函数接口初始化完毕  [SM_bItem:6295556]
